Vehicle_ID,Battery_Type,Battery_Capacity_kWh,Range_km,Charging_Type,Charge_Time_hr
868,Magnesium-ion,35.5,521,Inductive (Wireless) Charging,11.4
869,Solid-state,119.1,512,DC Fast Charging (DCFC),3.3
870,Lithium-ion,143.3,274,Battery Swapping,11.1
871,Lithium-titanate,77.1,546,Vehicle-to-Home (V2H),1.3
872,Zinc-air,113.7,470,Mobile Charging,4.8
873,Lithium-ion,93.3,137,Level 1 Charging,8
874,Nickel-manganese-cobalt,82.3,560,CHAdeMO,5.7
875,Magnesium-ion,59,121,Vehicle-to-Home (V2H),5.2
876,Nickel-manganese-cobalt,143.8,337,Overhead Pantograph Charging,4.4
877,Flow batteries,59.9,301,CHAdeMO,5.9
878,Nickel-cobalt-aluminum,43.4,326,Level 1 Charging,8.5
879,Nickel-cobalt-aluminum,61.1,225,CHAdeMO,9.3
880,Calcium-ion,31.7,576,Overhead Pantograph Charging,2.8
881,Lithium-sulfur,33.2,387,NACS,10.9
882,Solid-state,106.3,175,Vehicle-to-Home (V2H),1.6
883,Aluminum-ion,22.6,351,Overhead Pantograph Charging,10.7
884,Lithium-sulfur,112.5,585,DC Fast Charging (DCFC),4.6
885,Nickel-manganese-cobalt,61.4,185,Level 2 Charging,8
886,Lithium-ion,37,600,Level 1 Charging,8.9
887,Nickel-cobalt-aluminum,111.9,167,Overhead Pantograph Charging,8.8
888,Magnesium-ion,119.1,224,DC Fast Charging (DCFC),2.5
889,Flow batteries,145.5,596,Vehicle-to-Home (V2H),7.8
890,Nickel-cobalt-aluminum,122.9,219,Inductive (Wireless) Charging,1.1
891,Nickel-metal hydride,86,140,NACS,11.7
892,Nickel-cobalt-aluminum,102.6,403,Solar Charging,7.4
893,Lithium-ion,28.2,276,Level 2 Charging,7.6
894,Lithium-sulfur,114.5,263,Vehicle-to-Home (V2H),4.6
895,Nickel-cobalt-aluminum,80.4,336,Mobile Charging,11.1
896,Nickel-cobalt-aluminum,148.7,423,CHAdeMO,5.1
897,Lithium-ion,84.7,181,Solar Charging,10
898,Solid-state,143.9,461,Vehicle-to-Load (V2L),7.5
899,Zinc-air,75.8,162,CHAdeMO,6.6
900,Flow batteries,139,597,Vehicle-to-Load (V2L),9.5
901,Nickel-manganese-cobalt,93.2,555,Level 1 Charging,4.1
902,Magnesium-ion,120.1,464,CHAdeMO,4.7
903,Nickel-manganese-cobalt,148.1,409,Inductive (Wireless) Charging,10
904,Nickel-cobalt-aluminum,111.1,536,Level 1 Charging,3.9
905,Lead-acid,40.4,327,Mobile Charging,1.7
906,Nickel-manganese-cobalt,67.9,261,Plug-in Hydrogen Refueling,6.8
907,Aluminum-ion,86.5,470,CHAdeMO,6.2
908,Sodium-ion,117.6,352,Plug-in Hydrogen Refueling,6.8
909,Lithium-iron phosphate,27.3,449,Level 1 Charging,1.1
910,Magnesium-ion,102.5,302,Level 1 Charging,6.4
911,Lithium-titanate,30.5,551,Overhead Pantograph Charging,6.4
912,Nickel-metal hydride,128.5,486,Battery Swapping,4.3
913,Lithium-iron phosphate,44,121,Plug-in Hydrogen Refueling,9.8
914,Nickel-manganese-cobalt,27.1,420,Ultra-Fast Charging (350 kW+),7
915,Nickel-manganese-cobalt,147.9,408,NACS,11.1
916,Lithium-sulfur,140.9,255,Vehicle-to-Home (V2H),4.9
917,Lithium-ion,58.7,117,CCS,4
918,Lithium-titanate,50.5,545,Battery Swapping,3.6
919,Nickel-cobalt-aluminum,42.8,106,Level 2 Charging,8.1
920,Flow batteries,25.7,388,Vehicle-to-Grid (V2G),6.9
921,Nickel-metal hydride,68.5,561,Overhead Pantograph Charging,8.9
922,Flow batteries,90.5,284,Vehicle-to-Grid (V2G),1.5
923,Sodium-ion,90.2,525,NACS,10.3
924,Zinc-air,20.5,578,NACS,9
925,Zinc-air,65.6,308,CCS,3.1
926,Calcium-ion,47.2,426,CCS,11.4
927,Sodium-ion,106,105,Solar Charging,4.4
928,Lithium-ion,53.3,342,Plug-in Hydrogen Refueling,9.2
929,Lithium-sulfur,90.7,142,Ultra-Fast Charging (350 kW+),8.8
930,Zinc-air,73.4,105,CHAdeMO,7.3
931,Zinc-air,35.3,364,Vehicle-to-Load (V2L),2.5
932,Lithium-iron phosphate,20.7,497,NACS,9.4
933,Nickel-metal hydride,37.2,584,Level 1 Charging,5.5
934,Lithium-sulfur,76.7,459,Vehicle-to-Grid (V2G),1.3
935,Nickel-metal hydride,106.4,328,Overhead Pantograph Charging,6.9
936,Sodium-ion,27.8,503,Level 1 Charging,1.8
937,Nickel-manganese-cobalt,82.2,150,NACS,5
938,Lithium-iron phosphate,101.5,311,Overhead Pantograph Charging,11.3
939,Nickel-manganese-cobalt,98.8,543,Ultra-Fast Charging (350 kW+),9.1
940,Nickel-cobalt-aluminum,98,313,DC Fast Charging (DCFC),7
941,Calcium-ion,143.3,361,Vehicle-to-Load (V2L),4.9
942,Sodium-ion,89.3,415,DC Fast Charging (DCFC),3.4
943,Calcium-ion,63.5,446,Vehicle-to-Grid (V2G),3.7
944,Magnesium-ion,80.1,366,NACS,1.8
945,Lithium-titanate,55.2,390,Vehicle-to-Home (V2H),6.7
946,Nickel-manganese-cobalt,141.5,381,Battery Swapping,6.4
947,Nickel-metal hydride,36,489,Level 2 Charging,1
948,Lithium-ion,34.5,600,Battery Swapping,3.8
949,Nickel-metal hydride,124.7,522,Plug-in Hydrogen Refueling,2.8
950,Lithium-iron phosphate,79.7,184,NACS,11.1
951,Nickel-cobalt-aluminum,112.6,326,CHAdeMO,9
952,Sodium-ion,22.7,359,Plug-in Hydrogen Refueling,10.1
953,Nickel-cobalt-aluminum,55.6,466,Solar Charging,10.8
954,Nickel-cobalt-aluminum,22.7,323,Vehicle-to-Home (V2H),11
955,Nickel-cobalt-aluminum,67.4,489,Ultra-Fast Charging (350 kW+),1.5
956,Lithium-sulfur,133.2,195,Ultra-Fast Charging (350 kW+),5.2
957,Aluminum-ion,41.8,108,Inductive (Wireless) Charging,7.4
958,Aluminum-ion,44.3,502,Level 1 Charging,4.2
959,Calcium-ion,37.2,541,Overhead Pantograph Charging,7.1
960,Lithium-sulfur,79.9,509,Vehicle-to-Load (V2L),8.3
961,Lead-acid,141.8,185,Vehicle-to-Load (V2L),2
962,Nickel-manganese-cobalt,45.8,108,Inductive (Wireless) Charging,5.5
963,Lithium-sulfur,83.3,338,Vehicle-to-Home (V2H),4.8
964,Aluminum-ion,70.3,434,Vehicle-to-Grid (V2G),1.4
965,Aluminum-ion,85.9,105,CCS,2.2
966,Zinc-air,62.5,288,Level 2 Charging,9.7
967,Sodium-ion,105.9,325,Battery Swapping,2.2
968,Zinc-air,45.2,509,CHAdeMO,5.4
969,Nickel-manganese-cobalt,34.9,442,Vehicle-to-Home (V2H),9.8
970,Nickel-metal hydride,106.8,527,Battery Swapping,9.8
971,Zinc-air,59,541,Battery Swapping,1.7
972,Nickel-cobalt-aluminum,93.7,253,DC Fast Charging (DCFC),3.3
973,Solid-state,60,349,Vehicle-to-Load (V2L),11.2
974,Nickel-cobalt-aluminum,130.9,151,DC Fast Charging (DCFC),1.4
975,Lithium-ion,37.4,531,Overhead Pantograph Charging,8.3
976,Zinc-air,20,572,Inductive (Wireless) Charging,9.6
977,Nickel-manganese-cobalt,98.8,233,NACS,7.9
978,Lead-acid,59.8,434,Plug-in Hydrogen Refueling,5.3
979,Nickel-metal hydride,34,329,CHAdeMO,2.2
980,Lithium-titanate,96.4,579,Inductive (Wireless) Charging,10.8
981,Flow batteries,145.7,501,Mobile Charging,5.7
982,Nickel-metal hydride,25.5,171,Ultra-Fast Charging (350 kW+),6.4
983,Lithium-ion,33.6,495,Inductive (Wireless) Charging,2.9
984,Nickel-manganese-cobalt,145.3,402,Solar Charging,6.7
985,Lithium-iron phosphate,140,527,Ultra-Fast Charging (350 kW+),5.7
986,Calcium-ion,78.4,303,Level 1 Charging,5.4
987,Zinc-air,47.7,438,Solar Charging,9.5
988,Lithium-ion,32.9,576,Battery Swapping,2.4
989,Nickel-metal hydride,133.5,536,Level 1 Charging,11.5
990,Flow batteries,99.9,502,DC Fast Charging (DCFC),4.6
991,Nickel-metal hydride,87.9,453,Inductive (Wireless) Charging,6
992,Nickel-metal hydride,44.7,426,Vehicle-to-Load (V2L),9.4
993,Lithium-iron phosphate,20.5,281,Level 1 Charging,11.9
994,Magnesium-ion,35.1,169,Vehicle-to-Load (V2L),6.2
995,Lithium-ion,131.6,128,Solar Charging,8.1
996,Lithium-titanate,59,111,Level 1 Charging,11.8
997,Aluminum-ion,36.1,395,Inductive (Wireless) Charging,7.2
998,Flow batteries,58.7,558,Plug-in Hydrogen Refueling,9.2
999,Nickel-manganese-cobalt,125.2,307,CCS,3.5
1000,Lithium-iron phosphate,114.7,164,NACS,9
1001,Lead-acid,50.9,320,Inductive (Wireless) Charging,7.6
1002,Lithium-sulfur,104.3,354,Level 1 Charging,11.7
1003,Lithium-iron phosphate,116.8,474,DC Fast Charging (DCFC),8.4
1004,Nickel-manganese-cobalt,38.8,470,CCS,10.5
1005,Calcium-ion,106.6,584,Ultra-Fast Charging (350 kW+),6.1
1006,Lithium-iron phosphate,73.7,551,Solar Charging,2.1
1007,Calcium-ion,82,299,Battery Swapping,2.3
1008,Lithium-titanate,68.2,230,CCS,3.6
1009,Aluminum-ion,92.3,414,NACS,7.7
1010,Nickel-metal hydride,34.1,256,Vehicle-to-Grid (V2G),3.4
1011,Lithium-iron phosphate,135.7,266,Level 2 Charging,10.4
1012,Nickel-cobalt-aluminum,132.7,204,Vehicle-to-Home (V2H),5.2
1013,Lithium-sulfur,21.5,400,Vehicle-to-Grid (V2G),1.9
1014,Lithium-titanate,101.8,489,Ultra-Fast Charging (350 kW+),1
1015,Lead-acid,95.8,573,Battery Swapping,0.5
1016,Nickel-metal hydride,126.9,219,Level 2 Charging,8.9
1017,Flow batteries,118.4,489,Solar Charging,10.1
1018,Calcium-ion,136.1,155,DC Fast Charging (DCFC),9.3
1019,Nickel-metal hydride,127.7,404,Inductive (Wireless) Charging,11.5
1020,Nickel-manganese-cobalt,140.5,547,CCS,9.7
1021,Lead-acid,43.4,548,Ultra-Fast Charging (350 kW+),9.7
1022,Lithium-sulfur,53.9,381,CHAdeMO,10
1023,Nickel-cobalt-aluminum,113.7,379,DC Fast Charging (DCFC),9
1024,Nickel-metal hydride,118.5,513,DC Fast Charging (DCFC),1.5
1025,Sodium-ion,69.3,158,Solar Charging,9.2
1026,Nickel-metal hydride,127.2,247,Level 2 Charging,4.1
1027,Sodium-ion,31.5,470,Battery Swapping,6.6
1028,Calcium-ion,42.1,395,Plug-in Hydrogen Refueling,8.9
1029,Magnesium-ion,101.2,425,NACS,1.9
1030,Lithium-titanate,53.6,538,NACS,6.8
1031,Solid-state,38.4,304,Solar Charging,8.8
1032,Solid-state,60.2,498,Battery Swapping,1.4
1033,Lithium-titanate,107.8,274,NACS,3.9
1034,Aluminum-ion,139.3,495,Ultra-Fast Charging (350 kW+),8.9
1035,Lithium-ion,57.7,427,Level 2 Charging,11.9
1036,Magnesium-ion,38.4,152,DC Fast Charging (DCFC),1.6
1037,Lithium-iron phosphate,37.5,429,Mobile Charging,12
1038,Lead-acid,131.6,498,Level 1 Charging,0.6
1039,Lead-acid,140.2,225,Plug-in Hydrogen Refueling,4.3
1040,Sodium-ion,99.3,277,CHAdeMO,10.7
1041,Lead-acid,82.1,529,Level 1 Charging,7.2
1042,Lithium-sulfur,63.6,314,DC Fast Charging (DCFC),1.6
1043,Nickel-manganese-cobalt,141.6,319,Vehicle-to-Grid (V2G),11.6
1044,Sodium-ion,70.8,552,DC Fast Charging (DCFC),9.9
1045,Lithium-ion,126.3,360,NACS,5.5
1046,Lithium-iron phosphate,59.5,383,Level 1 Charging,9.6
1047,Lithium-iron phosphate,103.9,414,CCS,1.1
1048,Lithium-titanate,149.4,230,NACS,5.1
1049,Aluminum-ion,87.9,174,Overhead Pantograph Charging,7.2
1050,Aluminum-ion,44.7,194,Ultra-Fast Charging (350 kW+),3.9
1051,Magnesium-ion,74.3,556,Level 1 Charging,7.9
1052,Nickel-metal hydride,105.4,387,Level 1 Charging,10.1
1053,Lead-acid,124.6,501,CHAdeMO,5.2
1054,Lithium-ion,93,514,Vehicle-to-Grid (V2G),1.6
1055,Lead-acid,39.4,400,Solar Charging,10.3
1056,Solid-state,149.8,159,Plug-in Hydrogen Refueling,6.3
1057,Flow batteries,56.3,250,DC Fast Charging (DCFC),10.4
1058,Lithium-iron phosphate,102.9,238,Level 1 Charging,10.8
1059,Nickel-metal hydride,64.8,384,DC Fast Charging (DCFC),9.1
1060,Flow batteries,89.4,134,Inductive (Wireless) Charging,2.8
1061,Aluminum-ion,30.3,105,Inductive (Wireless) Charging,10.3
1062,Sodium-ion,37.2,353,Overhead Pantograph Charging,4.8
1063,Calcium-ion,71.4,361,Level 2 Charging,11.7
1064,Aluminum-ion,80.2,504,Vehicle-to-Load (V2L),8.2
1065,Flow batteries,45.1,365,Vehicle-to-Grid (V2G),2.5
1066,Nickel-metal hydride,90.7,263,Vehicle-to-Grid (V2G),0.8
1067,Nickel-manganese-cobalt,111,306,Vehicle-to-Load (V2L),3.2
1068,Lithium-iron phosphate,101.8,267,NACS,1.5
1069,Lead-acid,104.7,579,NACS,1.3
1070,Lithium-iron phosphate,75.9,411,Solar Charging,9.5
1071,Lithium-titanate,109.9,359,Solar Charging,8
1072,Lead-acid,86,592,Level 2 Charging,8.5
1073,Nickel-manganese-cobalt,55.7,499,DC Fast Charging (DCFC),11.6
1074,Calcium-ion,128.4,263,Inductive (Wireless) Charging,6.2
1075,Aluminum-ion,23.9,558,Overhead Pantograph Charging,9.2
1076,Magnesium-ion,117,536,Overhead Pantograph Charging,3.6
1077,Nickel-metal hydride,108.9,478,Battery Swapping,9.6
1078,Nickel-metal hydride,89.3,272,Vehicle-to-Load (V2L),2.5
1079,Sodium-ion,33.3,540,CCS,6.9
1080,Magnesium-ion,108.4,522,Battery Swapping,3.1
1081,Nickel-metal hydride,26.1,367,Mobile Charging,7.2
1082,Lithium-iron phosphate,33.9,473,NACS,4.7
1083,Lithium-titanate,132.4,510,CCS,3.8
1084,Zinc-air,115.2,167,Vehicle-to-Load (V2L),0.6
1085,Calcium-ion,120.5,359,Vehicle-to-Grid (V2G),9.6
1086,Flow batteries,64.1,401,Vehicle-to-Grid (V2G),11.6
1087,Nickel-metal hydride,141.2,103,Level 2 Charging,1
1088,Lithium-ion,62.1,346,Level 2 Charging,6.5
1089,Zinc-air,149.4,351,CHAdeMO,6.2
1090,Sodium-ion,130,478,NACS,11.1
1091,Zinc-air,38.6,530,Level 1 Charging,7.7
1092,Lithium-ion,89.2,492,Vehicle-to-Load (V2L),5.1
1093,Lithium-sulfur,82.9,294,CHAdeMO,10.4
1094,Lithium-titanate,33.3,127,NACS,8.8
1095,Sodium-ion,43.6,179,Inductive (Wireless) Charging,9
1096,Aluminum-ion,41.7,434,Overhead Pantograph Charging,8.6
1097,Lithium-iron phosphate,41,301,Solar Charging,3.3
1098,Nickel-manganese-cobalt,20.3,392,NACS,5.6
1099,Zinc-air,143.7,584,Ultra-Fast Charging (350 kW+),2
1100,Aluminum-ion,25.8,489,Vehicle-to-Load (V2L),7.5
1101,Lithium-iron phosphate,102.9,301,Level 2 Charging,9.7
1102,Solid-state,79.8,277,NACS,11.5
1103,Lithium-sulfur,45.8,241,Inductive (Wireless) Charging,1.2
1104,Lithium-ion,102.3,474,CHAdeMO,1.8
1105,Solid-state,36.8,192,Level 2 Charging,1.9
1106,Lithium-sulfur,94.3,320,Plug-in Hydrogen Refueling,4.4
1107,Lithium-sulfur,23,385,Plug-in Hydrogen Refueling,7.7
1108,Sodium-ion,113.8,529,DC Fast Charging (DCFC),9.8
1109,Lithium-iron phosphate,146,160,CHAdeMO,3.7
1110,Lithium-ion,38.3,346,Level 2 Charging,5.4
1111,Nickel-cobalt-aluminum,132.1,111,Vehicle-to-Grid (V2G),3.1
1112,Lithium-iron phosphate,27.6,108,Overhead Pantograph Charging,10.9
1113,Magnesium-ion,149.7,290,Solar Charging,5.4
1114,Lithium-ion,120,508,CCS,0.9
1115,Lithium-ion,87.2,515,Overhead Pantograph Charging,5.6
1116,Lithium-iron phosphate,27,464,Ultra-Fast Charging (350 kW+),4.3
1117,Lithium-ion,93.5,193,Overhead Pantograph Charging,6.6
1118,Flow batteries,124.5,497,Inductive (Wireless) Charging,7.5
1119,Lithium-iron phosphate,128,458,Vehicle-to-Load (V2L),0.7
1120,Nickel-manganese-cobalt,96.5,441,Vehicle-to-Home (V2H),1.9
1121,Lithium-ion,61,441,DC Fast Charging (DCFC),4.1
1122,Nickel-manganese-cobalt,103.1,431,DC Fast Charging (DCFC),2.8
1123,Nickel-manganese-cobalt,57.3,125,Vehicle-to-Load (V2L),6
1124,Nickel-manganese-cobalt,124.9,134,Battery Swapping,2.4
1125,Calcium-ion,40.6,440,Level 1 Charging,7.8
1126,Aluminum-ion,34.6,599,Vehicle-to-Home (V2H),11.6
1127,Nickel-metal hydride,40.9,161,Vehicle-to-Home (V2H),11.4
1128,Lithium-ion,125.5,232,Level 2 Charging,5.3
1129,Flow batteries,30.9,180,Vehicle-to-Load (V2L),8.3
1130,Flow batteries,26.5,122,Overhead Pantograph Charging,3.1
1131,Lithium-sulfur,107.6,513,Ultra-Fast Charging (350 kW+),4.3
1132,Nickel-cobalt-aluminum,69.9,227,Battery Swapping,11.3
1133,Nickel-metal hydride,147.6,282,Ultra-Fast Charging (350 kW+),10
1134,Lithium-iron phosphate,99.8,550,Vehicle-to-Grid (V2G),2.1
1135,Solid-state,47.9,524,CCS,7.2
1136,Lithium-titanate,73,100,Mobile Charging,2.6
1137,Nickel-manganese-cobalt,38.8,163,CCS,5.4
1138,Lithium-titanate,53.6,375,Level 2 Charging,6.8
1139,Calcium-ion,149.4,503,Ultra-Fast Charging (350 kW+),10.2
1140,Lead-acid,77.2,576,Plug-in Hydrogen Refueling,7
1141,Flow batteries,43.5,532,Vehicle-to-Load (V2L),11.9
1142,Magnesium-ion,71.3,315,Mobile Charging,3.4
1143,Lithium-ion,97.2,433,Solar Charging,9.8
1144,Nickel-manganese-cobalt,73.4,267,Vehicle-to-Grid (V2G),3.5
1145,Lithium-iron phosphate,45,359,Level 1 Charging,5.4
1146,Solid-state,71.5,271,Overhead Pantograph Charging,3.1
1147,Nickel-manganese-cobalt,60.4,168,Mobile Charging,7.6
1148,Lithium-ion,118.9,374,Level 1 Charging,1.7
1149,Aluminum-ion,124.2,328,CHAdeMO,11.9
1150,Lithium-titanate,118.8,345,Mobile Charging,3.1
1151,Lithium-sulfur,36.6,443,Ultra-Fast Charging (350 kW+),6.3
1152,Lithium-titanate,38.9,200,DC Fast Charging (DCFC),1.8
1153,Lithium-iron phosphate,106.4,430,NACS,6.1
1154,Lead-acid,27.9,533,DC Fast Charging (DCFC),7.5
1155,Zinc-air,136.2,269,Ultra-Fast Charging (350 kW+),10.6
1156,Nickel-metal hydride,56.3,230,Overhead Pantograph Charging,3.5
1157,Solid-state,22,451,Mobile Charging,3.3
1158,Zinc-air,88.6,497,CHAdeMO,10.7
1159,Lithium-sulfur,69,118,DC Fast Charging (DCFC),10.4
1160,Lithium-iron phosphate,51,505,CCS,2.2
1161,Lithium-titanate,95.1,573,Inductive (Wireless) Charging,2.4
1162,Nickel-cobalt-aluminum,69.3,123,Level 1 Charging,6.3
1163,Sodium-ion,69.9,147,Solar Charging,1.2
1164,Nickel-cobalt-aluminum,121.8,492,CHAdeMO,2.7
1165,Calcium-ion,126,583,Mobile Charging,11.5
1166,Lithium-ion,137.6,301,Overhead Pantograph Charging,3.9
1167,Magnesium-ion,100.4,121,Level 1 Charging,4.7
1168,Nickel-cobalt-aluminum,98.9,501,Level 1 Charging,6.6
1169,Sodium-ion,124.4,319,NACS,4.7
1170,Calcium-ion,145.2,367,NACS,4.9
1171,Nickel-manganese-cobalt,83.3,248,DC Fast Charging (DCFC),8.2
1172,Lithium-titanate,97,581,CHAdeMO,5.5
1173,Lithium-sulfur,139.1,153,Overhead Pantograph Charging,8.3
1174,Lithium-ion,142,125,DC Fast Charging (DCFC),7.8
1175,Zinc-air,62.7,469,Battery Swapping,0.6
1176,Aluminum-ion,141.1,495,Overhead Pantograph Charging,0.6
1177,Nickel-metal hydride,129.7,553,CCS,11.8
1178,Lithium-iron phosphate,25.7,336,DC Fast Charging (DCFC),9.8
1179,Lithium-titanate,62.5,250,Ultra-Fast Charging (350 kW+),9.8
1180,Nickel-manganese-cobalt,119.6,311,DC Fast Charging (DCFC),11.5
1181,Lithium-sulfur,63.2,178,Overhead Pantograph Charging,9.4
1182,Sodium-ion,133.3,177,Vehicle-to-Grid (V2G),6.6
1183,Lead-acid,45.4,255,NACS,4.2
1184,Nickel-cobalt-aluminum,66.8,417,Mobile Charging,4.6
1185,Lithium-ion,84.1,458,Solar Charging,8.9
1186,Sodium-ion,124.7,460,Vehicle-to-Home (V2H),8.3
1187,Nickel-metal hydride,149.8,557,DC Fast Charging (DCFC),8.2
1188,Lithium-iron phosphate,132.2,576,NACS,10.9
1189,Lithium-titanate,44.9,166,Vehicle-to-Home (V2H),7.3
1190,Zinc-air,48.1,255,Level 1 Charging,2.8
1191,Solid-state,90.6,420,CCS,11.5
1192,Lithium-ion,67,136,Level 2 Charging,1.2
1193,Nickel-manganese-cobalt,54.2,498,Ultra-Fast Charging (350 kW+),12
1194,Lithium-ion,20.4,351,Vehicle-to-Home (V2H),4.8
1195,Lithium-sulfur,36.9,300,NACS,3.8
1196,Sodium-ion,131.3,135,Level 1 Charging,9
1197,Lithium-ion,39.7,562,CCS,1.5
1198,Calcium-ion,93.5,195,DC Fast Charging (DCFC),2.5
1199,Aluminum-ion,110.2,334,Overhead Pantograph Charging,4.6
1200,Lithium-iron phosphate,112.8,381,Level 1 Charging,2.6
1201,Lithium-titanate,20.6,287,CCS,5.5
1202,Lithium-titanate,146.5,185,CCS,4.9
1203,Zinc-air,142.5,360,Vehicle-to-Load (V2L),10.8
1204,Lithium-ion,27,382,Inductive (Wireless) Charging,7.6
1205,Flow batteries,47.5,167,CCS,1.3
1206,Lithium-sulfur,141.8,456,CHAdeMO,3
1207,Solid-state,74.3,553,Level 2 Charging,5.2
1208,Zinc-air,89.8,167,DC Fast Charging (DCFC),8.4
1209,Zinc-air,117.4,371,Inductive (Wireless) Charging,1.9
1210,Solid-state,124.2,203,CCS,5.3
1211,Aluminum-ion,39.9,392,Plug-in Hydrogen Refueling,4.7
1212,Zinc-air,120.1,467,Ultra-Fast Charging (350 kW+),7
1213,Nickel-metal hydride,53.2,502,Vehicle-to-Grid (V2G),8.2
1214,Lithium-titanate,84.1,404,CCS,9
1215,Sodium-ion,124.6,554,CHAdeMO,8.8
1216,Lithium-iron phosphate,143.4,117,Ultra-Fast Charging (350 kW+),1.4
1217,Sodium-ion,123.5,305,Battery Swapping,8.8
1218,Magnesium-ion,85.4,592,DC Fast Charging (DCFC),5.5
1219,Solid-state,125.9,194,Plug-in Hydrogen Refueling,7.4
1220,Sodium-ion,121,401,CCS,3.6
1221,Calcium-ion,35.1,497,Mobile Charging,10.7
1222,Flow batteries,109.2,162,Vehicle-to-Load (V2L),11.3
1223,Sodium-ion,126,436,Battery Swapping,9
1224,Calcium-ion,104.3,517,Level 1 Charging,8.5
1225,Lithium-iron phosphate,80.8,157,Battery Swapping,11
1226,Lithium-ion,139.7,347,NACS,8.9
1227,Magnesium-ion,139.4,490,Plug-in Hydrogen Refueling,6.6
1228,Magnesium-ion,70.8,564,Level 1 Charging,7.4
1229,Nickel-metal hydride,42,427,Vehicle-to-Home (V2H),3.1
1230,Nickel-cobalt-aluminum,75.5,359,Overhead Pantograph Charging,11.7
1231,Calcium-ion,131,295,Level 2 Charging,1.6
1232,Nickel-metal hydride,111.8,593,Vehicle-to-Load (V2L),8.2
1233,Lithium-iron phosphate,147.7,178,CHAdeMO,11.5
1234,Flow batteries,102.1,194,NACS,8.9
1235,Solid-state,131.2,158,Level 2 Charging,3.6
1236,Lead-acid,62.1,106,DC Fast Charging (DCFC),3
1237,Sodium-ion,115,504,Vehicle-to-Load (V2L),1
1238,Sodium-ion,62.9,239,Level 1 Charging,7.1
1239,Magnesium-ion,37.8,229,NACS,5.5
1240,Zinc-air,51.7,466,Vehicle-to-Grid (V2G),10.9
1241,Nickel-manganese-cobalt,136.1,218,DC Fast Charging (DCFC),9.7
1242,Zinc-air,81.8,378,Vehicle-to-Grid (V2G),4.6
1243,Lithium-sulfur,44.5,588,Mobile Charging,2.6
1244,Flow batteries,79.3,571,Solar Charging,6
1245,Nickel-manganese-cobalt,97.1,572,Solar Charging,10.7
1246,Sodium-ion,60.9,212,Vehicle-to-Load (V2L),2.8
1247,Nickel-metal hydride,94,294,Ultra-Fast Charging (350 kW+),4.2
1248,Lithium-iron phosphate,75.5,220,DC Fast Charging (DCFC),10.3
1249,Lithium-sulfur,146.4,485,Battery Swapping,10.6
1250,Lithium-iron phosphate,117.9,224,Battery Swapping,3.7
1251,Zinc-air,62.7,315,CHAdeMO,7.5
1252,Lithium-ion,149.7,489,Vehicle-to-Home (V2H),2
1253,Sodium-ion,81.4,399,CHAdeMO,10.4
1254,Lithium-ion,127,172,Overhead Pantograph Charging,1.7
1255,Flow batteries,129.1,593,Level 1 Charging,6.9
1256,Lithium-titanate,62.5,298,Ultra-Fast Charging (350 kW+),1.5
1257,Calcium-ion,52.3,258,Vehicle-to-Home (V2H),3.9
1258,Calcium-ion,23.6,382,Mobile Charging,8.7
1259,Aluminum-ion,57.2,338,Battery Swapping,2.7
1260,Nickel-cobalt-aluminum,64,329,Mobile Charging,8.9
1261,Nickel-cobalt-aluminum,94.6,155,Inductive (Wireless) Charging,2.9
1262,Aluminum-ion,126.1,324,Vehicle-to-Grid (V2G),2.1
1263,Solid-state,142.4,188,Ultra-Fast Charging (350 kW+),8.9
1264,Solid-state,143.1,509,Level 1 Charging,1.5
1265,Lithium-titanate,120.9,152,Vehicle-to-Load (V2L),7.9
1266,Lead-acid,49.6,546,Vehicle-to-Home (V2H),2.3
1267,Magnesium-ion,89.4,464,Battery Swapping,11
1268,Lithium-ion,35.5,334,Level 2 Charging,3.2
1269,Lithium-titanate,24.7,422,Ultra-Fast Charging (350 kW+),7.4
1270,Nickel-metal hydride,137.7,584,Plug-in Hydrogen Refueling,9.1
1271,Sodium-ion,109.1,233,Plug-in Hydrogen Refueling,10.3
1272,Zinc-air,95.4,269,Level 1 Charging,3.6
1273,Magnesium-ion,108.6,354,Battery Swapping,7.7
1274,Nickel-manganese-cobalt,139.8,342,Mobile Charging,9.6
1275,Flow batteries,68,471,NACS,2.2
1276,Nickel-cobalt-aluminum,51.8,442,CHAdeMO,7.9
1277,Flow batteries,91.7,149,Inductive (Wireless) Charging,2.9
1278,Nickel-metal hydride,130.6,148,NACS,9.5
1279,Lithium-sulfur,136.2,153,CCS,6.6
1280,Zinc-air,140.6,568,Vehicle-to-Load (V2L),5.6
1281,Nickel-cobalt-aluminum,114.1,211,Solar Charging,8.1
1282,Lithium-sulfur,89.1,507,CCS,3.7
1283,Zinc-air,97.2,413,Battery Swapping,7.1
1284,Lithium-titanate,109.5,186,Level 1 Charging,1.2
1285,Magnesium-ion,43.3,225,Ultra-Fast Charging (350 kW+),6.8
1286,Nickel-cobalt-aluminum,89.4,321,NACS,10
1287,Calcium-ion,82.9,560,DC Fast Charging (DCFC),6.3
1288,Solid-state,44.7,439,NACS,2.8
1289,Lithium-titanate,131.3,370,Vehicle-to-Load (V2L),4.2
1290,Calcium-ion,95.7,103,CCS,10.3
1291,Zinc-air,74.5,536,Ultra-Fast Charging (350 kW+),6.7
1292,Lithium-titanate,143.9,304,Plug-in Hydrogen Refueling,9.3
