Vehicle_ID,Manufacturer,Model,Year,Country_of_Manufacture,Color
981,Porsche,Cayenne Electric (upcoming),2022,Vietnam,Racing Red
982,Hyundai,Ioniq 7 (upcoming),2020,Denmark,Bronze
983,Pininfarina,Battista,2020,Turkey,Lime Green
984,Opel,Grandland Electric,2015,Czech Republic,Silver
985,Changan,Q05,2024,Japan,Ruby Red
986,Volvo,XC40 Recharge,2018,Portugal,Cobalt Blue
987,Mini,Mini Electric,2022,United Arab Emirates,Beige
988,Pininfarina,Battista,2022,Indonesia,Gold
989,Maserati,Grecale Folgore,2016,Portugal,Navy Blue
990,MG,MG ZS EV,2022,India,Midnight Black
991,Mercedes-Benz,EQE,2020,Brazil,Emerald Green
992,Opel,Mokka-e,2018,Austria,Red
993,Chevrolet,Bolt EV,2022,Mexico,Ruby Red
994,Cadillac,Optiq (upcoming),2023,Mexico,Volcanic Yellow
995,Subaru,Solterra,2019,Spain,Ice Silver
996,Audi,Q8 e-tron,2019,UK,Cosmic Purple
997,Honda,Honda Prologue,2020,Portugal,Blue
998,Seat,Avenger,2023,UK,Tan
999,Kia,EV9,2015,Belgium,Matte Gray
1000,Faraday Future,FF 91,2022,Turkey,Sky Blue
1001,Opel,Corsa-e,2022,South Africa,Platinum
1002,Polestar,Polestar 2,2021,Spain,Metallic Silver
1003,Dacia,Jogger Hybrid,2018,Portugal,Electric Blue
1004,Kia,EV6,2018,India,Tan
1005,NIO,ES8,2018,South Korea,Brown
1006,Changan,Q05,2019,USA,Brown
1007,Lucid Motors,Lucid DreamDrive,2019,Germany,Gray
1008,Ford,Mustang Mach-E,2019,Poland,Cobalt Blue
1009,Honda,e:Ny1,2025,Sweden,White
1010,Tesla,Model Y,2018,Denmark,Matte Blue
1011,NIO,EL7,2024,Belgium,Stealth Gray
1012,Ferrari,SF90 Stradale (PHEV),2018,France,Red
1013,BYD,Han EV,2015,Malaysia,Matte Blue
1014,VinFast,VFe34 (discontinued),2023,Netherlands,Matte White
1015,Pininfarina,Battista,2016,Malaysia,Teal
1016,Mini,Mini Cooper SE,2018,Denmark,Electric Blue
1017,Jaguar,I-PACE,2020,China,Ice Silver
1018,Maserati,Grecale Folgore,2025,Indonesia,Charcoal
1019,Lamborghini,Lanzador (upcoming EV),2022,Malaysia,Sapphire Blue
1020,Mazda,Mazda EV (upcoming models),2023,Austria,Blue
1021,Jeep,Grand Cherokee 4xe (PHEV),2015,Turkey,Blue
1022,Lotus,Evija,2016,Switzerland,Champagne
1023,GMC,Hummer EV SUV,2016,Portugal,Pearl White
1024,Nissan,Leaf,2020,France,Cobalt Blue
1025,Renault,5 E-Tech,2020,Saudi Arabia,Green
1026,Opel,Corsa-e,2017,Vietnam,Graphite Gray
1027,NIO,ES8,2025,Canada,Matte Green
1028,BMW,i4,2019,New Zealand,Silver
1029,GMC,Hummer EV SUV,2015,South Korea,Cobalt Blue
1030,Tesla,Model X,2025,South Africa,Forest Green
1031,Polestar,Polestar 3,2025,Poland,Ruby Red
1032,Renault,Kangoo E-Tech,2018,India,Platinum
1033,Porsche,Cayenne Electric (upcoming),2018,Germany,Volcanic Yellow
1034,Ferrari,Ferrari EV (2025+),2023,Turkey,Matte Gray
1035,BMW,iX3,2020,Switzerland,Electric Blue
1036,Jaguar,I-PACE,2018,Australia,Matte Black
1037,Hyundai,Ioniq 5,2022,Japan,Tan
1038,NIO,ET7,2022,Germany,Platinum
1039,Volkswagen,ID.2all,2024,Spain,Champagne
1040,Skoda,Enyaq,2021,China,Gun Metal
1041,Volvo,C40 Recharge,2021,Denmark,Tan
1042,Audi,e-tron GT,2022,Czech Republic,Ice Silver
1043,Nissan,Ariya,2018,France,Matte Black
1044,BMW,iX1,2018,Sweden,Beige
1045,Honda,Honda Prologue,2020,Russia,Emerald Green
1046,Mazda,MX-30,2016,Denmark,Navy Blue
1047,Li Auto,L7,2018,Germany,Candy Apple Red
1048,Mazda,MX-30,2015,Finland,Matte Green
1049,Genesis,G80 Electric,2016,Belgium,Matte Green
1050,GMC,Hummer EV Pickup,2017,Thailand,Brown
1051,XPeng,P7,2022,Poland,Electric Blue
1052,Genesis,GV70 Electric,2023,USA,Platinum
1053,Zeekr,Zeekr 009,2015,Sweden,Matte White
1054,Li Auto,L7,2018,Denmark,Charcoal
1055,Opel,Mokka-e,2021,Germany,Silver
1056,Cadillac,Celestiq,2021,Denmark,Lime Green
1057,NIO,ET5,2024,Indonesia,Sunset Orange
1058,Ford,Mustang Mach-E,2020,Czech Republic,Gun Metal
1059,Mini,Mini Electric,2024,New Zealand,Emerald Green
1060,Nissan,Ariya,2023,Italy,Green
1061,Kia,EV9,2023,France,Pearl White
1062,Canoo,MPDV,2025,China,Candy Apple Red
1063,Rimac,Nevera,2017,Czech Republic,Bronze
1064,Maserati,Grecale Folgore,2017,China,Midnight Black
1065,Maserati,Grecale Folgore,2016,Russia,Racing Red
1066,Polestar,Polestar 2,2023,Malaysia,Stealth Gray
1067,Skoda,Enyaq,2022,Sweden,Navy Blue
1068,Hyundai,Ioniq 5,2017,Argentina,Lime Green
1069,Ferrari,SF90 Stradale (PHEV),2016,Singapore,Purple
1070,Opel,Grandland Electric,2019,Italy,Pearl White
1071,Maserati,GranTurismo Folgore,2024,Mexico,Gun Metal
1072,Fisker,Pear (upcoming),2025,Norway,Teal
1073,Porsche,Taycan,2024,Australia,Emerald Green
1074,MG,MG ES5,2017,Saudi Arabia,Burgundy
1075,BMW,iX3,2019,Finland,Volcanic Yellow
1076,Toyota,Lexus UX 300e,2017,Thailand,Matte Black
1077,Acura,ZDX (with GM Ultium),2025,Denmark,Crimson Red
1078,Skoda,Elroq (upcoming),2020,Netherlands,Beige
1079,Lotus,Evija,2025,Germany,Turquoise
1080,GMC,Hummer EV SUV,2022,Finland,Emerald Green
1081,Great Wall Motors,ORA Ballet Cat,2022,UK,Silver
1082,Kia,EV6,2020,Indonesia,Platinum
1083,Nissan,Ariya,2017,Japan,Green
1084,Great Wall Motors,ORA Ballet Cat,2015,Turkey,Forest Green
1085,Li Auto,L7,2020,Portugal,Candy Apple Red
1086,Mini,Mini Cooper SE,2023,Finland,Purple
1087,Zeekr,Zeekr 009,2015,Austria,Turquoise
1088,Rimac,Nevera,2018,United Arab Emirates,Brown
1089,NIO,EC6,2024,Vietnam,Crimson Red
1090,Peugeot,e-208,2017,South Africa,Red
1091,Audi,e-tron GT,2018,India,Blue
1092,Dacia,Bigster EV (upcoming),2020,Australia,Lime Green
1093,BYD,Atto 3,2025,Sweden,Purple
1094,Mini,Mini Aceman,2018,New Zealand,Ruby Red
1095,Genesis,GV70 Electric,2015,Vietnam,Yellow
1096,Lamborghini,Revuelto (PHEV),2018,Saudi Arabia,Matte Green
1097,Genesis,G80 Electric,2022,Spain,Pink
1098,Geely,Emgrand EV,2024,Belgium,Pink
1099,Mahindra,Born Electric (upcoming range),2017,France,Sky Blue
1100,Lucid Motors,Lucid Air,2015,South Africa,Sunset Orange
1101,MG,MG5 EV,2017,Japan,Burgundy
1102,VinFast,VFe34 (discontinued),2020,UK,Matte Green
1103,Fisker,Ocean,2016,Singapore,White
1104,Jaguar,I-PACE,2021,Australia,Sky Blue
1105,Jaguar,I-PACE,2021,Italy,Candy Apple Red
1106,GMC,Hummer EV Pickup,2015,Norway,Lime Green
1107,Porsche,Taycan,2016,USA,Pink
1108,Nissan,Leaf,2020,Switzerland,White
1109,Canoo,Lifestyle Vehicle,2016,United Arab Emirates,Teal
1110,Honda,e:Ny1,2017,New Zealand,Pearl White
1111,Renault,Megane E-Tech,2021,South Africa,Copper
1112,Seat,Avenger,2015,Singapore,Champagne
1113,Geely,Emgrand EV,2025,Spain,Forest Green
1114,Jaguar,I-PACE,2023,Indonesia,Racing Red
1115,Zeekr,Zeekr 001,2023,France,Black
1116,Li Auto,MEGA,2016,Czech Republic,Platinum
1117,Jaguar,I-PACE,2015,Malaysia,Teal
1118,Tesla,Model X,2018,Malaysia,Cobalt Blue
1119,Jeep,Wrangler 4xe (PHEV),2023,Thailand,Bronze
1120,VinFast,VF 6,2015,Spain,Black
1121,Dacia,Bigster EV (upcoming),2024,Finland,Gold
1122,VinFast,VFe34 (discontinued),2023,Canada,Sky Blue
1123,Kia,Niro EV,2018,Norway,Crimson Red
1124,Mazda,MX-30,2024,Italy,Lime Green
1125,Hyundai,Ioniq 7 (upcoming),2015,France,Gold
1126,Seat,Avenger,2017,Turkey,Matte White
1127,Honda,Honda Prologue,2023,Turkey,Matte Black
1128,Tesla,Cybertruck,2017,UK,Lime Green
1129,XPeng,P7,2025,Netherlands,Burgundy
1130,Mini,Mini Cooper SE,2025,UK,Burgundy
1131,Polestar,Polestar 3,2022,Australia,Yellow
1132,Li Auto,L9,2024,Malaysia,Bronze
1133,Kia,EV9,2017,Saudi Arabia,Matte White
1134,XPeng,X9,2023,Sweden,Aurora Blue
1135,Audi,e-tron,2019,Belgium,Volcanic Yellow
1136,Volvo,C40 Recharge,2022,Hungary,Gold
1137,BYD,Seal,2019,Czech Republic,Metallic Silver
1138,Audi,A6 e-tron (upcoming),2017,USA,Volcanic Yellow
1139,Toyota,Lexus RZ,2023,India,Cream
1140,Jeep,Recon (upcoming),2024,Hungary,Green
1141,GMC,Hummer EV Pickup,2024,Japan,Beige
1142,Cadillac,Optiq (upcoming),2023,Italy,Ruby Red
1143,Mahindra,XUV400,2015,Spain,Matte Blue
1144,Lamborghini,Lanzador (upcoming EV),2021,Poland,Burgundy
1145,Geely,Geometry C,2020,Argentina,Burgundy
1146,Pininfarina,Battista,2015,Vietnam,Ice Silver
1147,Great Wall Motors,ORA Ballet Cat,2025,UK,Yellow
1148,Maserati,GranTurismo Folgore,2015,New Zealand,Cream
1149,Fisker,Pear (upcoming),2015,Netherlands,Gold
1150,Lotus,Emeya,2018,India,Matte Blue
1151,Honda,Honda e (discontinued),2017,Portugal,Turquoise
1152,Genesis,G80 Electric,2020,Malaysia,Charcoal
1153,Geely,Geometry C,2018,United Arab Emirates,Titanium
1154,Dacia,Jogger Hybrid,2025,Japan,Forest Green
1155,Rimac,Nevera,2019,France,Rose Gold
1156,Audi,Q8 e-tron,2020,Saudi Arabia,Platinum
1157,Rivian,R1S,2023,Saudi Arabia,Charcoal
1158,Ferrari,Ferrari EV (2025+),2021,South Korea,Gun Metal
1159,Geely,Emgrand EV,2017,India,Matte White
1160,Geely,Geometry A,2023,United Arab Emirates,Ruby Red
1161,Lotus,Evija,2015,Canada,Platinum
1162,Lotus,Emeya,2022,United Arab Emirates,Lime Green
1163,Canoo,Pickup,2018,Czech Republic,Matte Gray
1164,VinFast,VF 9,2019,Hungary,Matte Blue
1165,Porsche,Taycan,2020,China,Candy Apple Red
1166,Toyota,bZ4X,2016,Austria,Green
1167,Canoo,MPDV,2019,Vietnam,Metallic Silver
1168,GMC,Hummer EV SUV,2017,United Arab Emirates,Matte Gray
1169,Audi,Q4 e-tron,2015,Australia,Matte Green
1170,Zeekr,Zeekr 009,2022,United Arab Emirates,Green
1171,Pininfarina,Battista,2016,India,Copper
1172,Toyota,bZ4X,2024,Ireland,Charcoal
1173,Honda,Honda e (discontinued),2020,Japan,Titanium
1174,Mahindra,XUV400,2024,Mexico,Cosmic Purple
1175,Porsche,Macan EV,2023,South Africa,Matte Black
1176,Audi,Q8 e-tron,2023,Brazil,Burgundy
1177,BYD,Han EV,2024,Norway,Purple
1178,Canoo,MPDV,2017,USA,Sky Blue
1179,Ferrari,Roma PHEV,2023,South Africa,Matte Green
1180,Cadillac,Celestiq,2019,Sweden,Graphite Gray
1181,Opel,Corsa-e,2015,Austria,Cream
1182,Honda,Honda e (discontinued),2018,Saudi Arabia,Bronze
1183,Honda,Honda Prologue,2023,Poland,Cobalt Blue
1184,Toyota,Lexus UX 300e,2015,Netherlands,Cream
1185,Pininfarina,Battista,2016,France,Gun Metal
1186,Kia,Soul EV,2017,Norway,Ice Silver
1187,Seat,Avenger,2025,Singapore,Purple
1188,Rimac,Nevera,2020,Israel,Cobalt Blue
1189,Mahindra,XUV400,2022,Israel,Teal
1190,XPeng,G9,2025,USA,Orange
1191,GMC,Hummer EV SUV,2016,Finland,Pink
1192,Ferrari,Roma PHEV,2017,Singapore,Matte Green
1193,Maserati,GranTurismo Folgore,2022,Italy,Ice Silver
1194,Seat,Avenger,2018,Mexico,Pearl White
1195,Rivian,R1S,2020,Norway,Gold
1196,VinFast,VF 7,2019,Indonesia,Silver
1197,Li Auto,L9,2018,Italy,Crimson Red
1198,Lamborghini,Lanzador (upcoming EV),2020,Vietnam,Navy Blue
1199,Faraday Future,FF 91,2015,Australia,Gold
1200,Faraday Future,FF 91,2017,France,Pearl White
1201,Lotus,Evija,2022,Vietnam,Graphite Gray
1202,Ferrari,Ferrari EV (2025+),2022,South Korea,Cosmic Purple
1203,Audi,A6 e-tron (upcoming),2021,Mexico,Bronze
1204,Renault,Kangoo E-Tech,2017,Austria,Emerald Green
1205,Toyota,Lexus RZ,2019,Singapore,Turquoise
1206,Chevrolet,Bolt EUV,2015,Malaysia,Cosmic Purple
1207,Opel,Corsa-e,2023,South Korea,White
1208,XPeng,X9,2016,UK,Gun Metal
1209,Cadillac,Lyriq,2017,Belgium,Gold
1210,Mercedes-Benz,EQE,2024,Argentina,Blue
1211,NIO,ES6,2021,Czech Republic,Matte Blue
1212,Lucid Motors,Lucid DreamDrive,2019,Ireland,Magenta
1213,Jaguar,I-PACE,2019,Mexico,Racing Red
1214,MG,MG ZS EV,2023,Belgium,Charcoal
1215,Volvo,C40 Recharge,2023,Australia,Copper
1216,Volvo,C40 Recharge,2019,South Africa,Turquoise
1217,NIO,ES7,2022,Mexico,Emerald Green
1218,XPeng,P5,2024,UK,Gray
1219,GMC,Hummer EV SUV,2023,Singapore,Turquoise
1220,Toyota,bZ4X,2018,Czech Republic,Platinum
1221,Polestar,Polestar 3,2021,South Korea,Cobalt Blue
1222,Nissan,Leaf,2023,Sweden,Pearl White
1223,Rimac,Nevera,2018,Australia,Graphite Gray
1224,Lucid Motors,Lucid DreamDrive,2017,Sweden,Pink
1225,Rimac,Nevera,2018,Brazil,Silver
1226,Genesis,GV60,2015,Hungary,Midnight Black
1227,Ferrari,Ferrari EV (2025+),2016,Russia,Green
1228,Dacia,Jogger Hybrid,2023,Russia,Volcanic Yellow
1229,Skoda,Enyaq,2018,Ireland,Matte Black
1230,Volvo,C40 Recharge,2018,South Korea,Green
1231,Citroen,Ami,2017,Thailand,Charcoal
1232,Skoda,Elroq (upcoming),2025,Spain,Brown
1233,Volkswagen,ID.4,2018,Germany,Graphite Gray
1234,Peugeot,e-2008,2025,India,Blue
1235,Polestar,Polestar 5 (upcoming),2018,Portugal,Champagne
1236,Subaru,Solterra,2025,South Korea,Cream
1237,BYD,Dolphin,2016,China,Matte Green
1238,Audi,A6 e-tron (upcoming),2025,India,Matte Green
1239,BMW,i7,2015,China,White
1240,Subaru,Solterra,2018,Saudi Arabia,Sunset Orange
1241,Audi,e-tron GT,2021,Italy,Midnight Black
1242,Ferrari,Ferrari EV (2025+),2023,Singapore,Electric Blue
1243,Opel,Mokka-e,2020,Netherlands,Silver
1244,Toyota,Lexus RZ,2024,Italy,White
1245,XPeng,G9,2024,Denmark,Platinum
1246,Nissan,Ariya,2018,Portugal,Beige
1247,Ferrari,Ferrari EV (2025+),2020,Israel,Turquoise
1248,Changan,Deepal S07,2025,Finland,Matte Black
1249,Mini,Mini Cooper SE,2018,Austria,Copper
1250,Ferrari,Ferrari EV (2025+),2024,Singapore,Crimson Red
1251,Ford,F-150 Lightning,2015,Singapore,Electric Blue
1252,Polestar,Polestar 3,2016,New Zealand,Orange
1253,Mazda,Mazda EV (upcoming models),2020,USA,Forest Green
1254,Ford,F-150 Lightning,2024,Australia,Electric Blue
1255,Pininfarina,Battista,2025,UK,Cobalt Blue
1256,Subaru,Solterra,2019,United Arab Emirates,Matte White
1257,Peugeot,e-2008,2015,France,Electric Blue
1258,Peugeot,e-5008,2023,Portugal,Matte Green
1259,Mini,Mini Cooper SE,2022,Hungary,Electric Blue
1260,Mercedes-Benz,EQA,2021,Netherlands,Stealth Gray
1261,Nissan,Leaf,2020,Austria,Black
1262,Zeekr,Zeekr 007,2020,Brazil,Sapphire Blue
1263,BYD,Tang EV,2015,Russia,Gold
1264,Maserati,GranTurismo Folgore,2022,Italy,Pearl White
1265,Mini,Mini Aceman,2022,Spain,Purple
1266,NIO,ES8,2025,Sweden,Emerald Green
1267,Pininfarina,Battista,2021,Belgium,Charcoal
1268,Volkswagen,ID.3,2016,United Arab Emirates,Ice Silver
1269,Canoo,Pickup,2019,Finland,Matte Blue
1270,Kia,Niro EV,2017,Australia,Matte Gray
1271,Porsche,Cayenne Electric (upcoming),2025,USA,Metallic Silver
1272,Subaru,Solterra,2023,USA,Pearl White
1273,GMC,Hummer EV SUV,2018,Vietnam,Cream
1274,Volvo,EX30,2017,Singapore,Teal
1275,Faraday Future,FF 91,2015,Hungary,Red
1276,Seat,Avenger,2018,Czech Republic,Sapphire Blue
1277,MG,MG ZS EV,2025,Saudi Arabia,Ruby Red
1278,Canoo,MPDV,2016,Turkey,Copper
1279,Maserati,GranTurismo Folgore,2021,South Korea,Matte White
1280,VinFast,VF 9,2017,Hungary,Forest Green
1281,Subaru,Solterra,2024,Vietnam,Charcoal
1282,Mazda,MX-30,2024,Singapore,Graphite Gray
1283,Canoo,Pickup,2024,Netherlands,Ruby Red
1284,Zeekr,Zeekr 007,2015,Netherlands,Metallic Silver
1285,Acura,ZDX (with GM Ultium),2020,United Arab Emirates,Teal
1286,BMW,i3,2022,Austria,Forest Green
1287,Skoda,Enyaq,2018,Saudi Arabia,Emerald Green
1288,Subaru,Solterra,2015,Sweden,Gun Metal
1289,Changan,Q05,2024,Germany,Racing Red
1290,Citroen,Ami,2020,China,Forest Green
1291,Seat,Avenger,2020,Russia,Lime Green
1292,XPeng,P5,2020,Singapore,Teal
1293,Ferrari,SF90 Stradale (PHEV),2020,Poland,Candy Apple Red
1294,Great Wall Motors,ORA Good Cat,2024,Russia,Cream
1295,Skoda,Enyaq Coupe,2019,Denmark,Graphite Gray
1296,Changan,Q05,2025,Saudi Arabia,Matte Blue
1297,Mini,Mini Aceman,2023,Netherlands,Silver
1298,Nissan,Leaf,2019,Singapore,Matte White
1299,Polestar,Polestar 5 (upcoming),2019,Sweden,White
1300,Chevrolet,Volt (PHEV),2021,India,Teal
1301,Mazda,Mazda EV (upcoming models),2022,Canada,Ruby Red
1302,Acura,ZDX (with GM Ultium),2021,Spain,Magenta
1303,Mini,Mini Cooper SE,2021,Sweden,Beige
1304,Great Wall Motors,ORA Good Cat,2020,USA,Gun Metal
1305,Honda,Honda Prologue,2019,Austria,Gun Metal
1306,Rimac,Nevera,2022,Netherlands,Yellow
1307,Porsche,Taycan,2016,Australia,Emerald Green
1308,Fisker,Pear (upcoming),2025,Brazil,Sky Blue
1309,Mahindra,Born Electric (upcoming range),2024,South Korea,Emerald Green
1310,Volvo,EX30,2025,Czech Republic,Racing Red
1311,Seat,Avenger,2018,Saudi Arabia,Graphite Gray
1312,Seat,Avenger,2018,Turkey,Aurora Blue
1313,Maserati,GranTurismo Folgore,2018,Norway,Purple
1314,Renault,5 E-Tech,2022,Brazil,Yellow
1315,Peugeot,e-5008,2022,Austria,Magenta
1316,VinFast,VF 9,2019,Ireland,Matte White
1317,Dacia,Bigster EV (upcoming),2017,Netherlands,Copper
1318,Citroen,Ami,2024,Russia,Turquoise
1319,Jaguar,I-PACE,2017,China,Lime Green
1320,Changan,SL03,2020,Portugal,Burgundy
1321,Lotus,Eletre,2016,Vietnam,Stealth Gray
1322,Hyundai,Ioniq 6,2020,Singapore,Titanium
1323,Rimac,Nevera,2023,Hungary,Green
1324,Rimac,Nevera,2017,UK,Matte Blue
1325,Volkswagen,ID.Buzz,2020,Hungary,Matte Black
1326,BMW,iX,2019,South Africa,Ice Silver
1327,Seat,Avenger,2023,South Korea,Sapphire Blue
1328,Acura,ZDX (with GM Ultium),2022,Israel,Forest Green
1329,Mazda,MX-30,2021,Russia,Aurora Blue
1330,Tesla,Model X,2018,Indonesia,Platinum
1331,Acura,ZDX (with GM Ultium),2020,Canada,Turquoise
1332,Tesla,Model X,2017,Spain,Yellow
1333,Rimac,Nevera,2015,Ireland,Ice Silver
1334,Citroen,??-Spacetourer,2024,Belgium,Rose Gold
1335,Changan,Deepal S07,2018,Portugal,Titanium
1336,Audi,A6 e-tron (upcoming),2022,Switzerland,Crimson Red
1337,Tesla,Cybertruck,2015,Germany,Tan
1338,Audi,e-tron GT,2018,Portugal,Bronze
1339,Toyota,bZ4X,2024,Finland,Blue
1340,Maserati,GranTurismo Folgore,2015,Singapore,Gold
1341,VinFast,VF 7,2017,Finland,Matte White
1342,NIO,ES6,2015,Sweden,Blue
1343,Renault,5 E-Tech,2016,Hungary,Gun Metal
1344,Nissan,Ariya,2018,France,Green
1345,NIO,EL7,2017,Portugal,Navy Blue
1346,Great Wall Motors,ORA Good Cat,2022,Poland,Crimson Red
1347,Ford,E-Transit,2017,Germany,Lime Green
1348,GMC,Hummer EV Pickup,2018,New Zealand,Gray
1349,Skoda,Enyaq,2019,France,Yellow
1350,Faraday Future,FF 91,2023,Spain,Tan
1351,Rivian,R1S,2021,Austria,Graphite Gray
1352,Ferrari,SF90 Stradale (PHEV),2022,Thailand,Blue
1353,Renault,5 E-Tech,2018,Malaysia,Bronze
1354,Rimac,Nevera,2021,Russia,Metallic Silver
1355,Rivian,R1T,2015,Thailand,Cosmic Purple
1356,Ferrari,Ferrari EV (2025+),2016,UK,Rose Gold
1357,Changan,Q05,2024,USA,Beige
1358,Great Wall Motors,ORA Lightning Cat,2021,France,Orange
1359,Hyundai,Ioniq 6,2016,Singapore,Charcoal
1360,Tesla,Model S,2020,India,Purple
1361,Zeekr,Zeekr 007,2017,Italy,Black
1362,Volvo,EX90,2024,Japan,Charcoal
1363,Changan,SL03,2020,Australia,Teal
1364,Lamborghini,Lanzador (upcoming EV),2016,Brazil,Purple
1365,Changan,Q05,2017,Belgium,Matte Gray
1366,Volkswagen,ID.7,2025,Argentina,Matte White
1367,Citroen,??-Spacetourer,2019,Indonesia,Candy Apple Red
1368,Hyundai,Ioniq 6,2018,Sweden,Rose Gold
1369,Mercedes-Benz,EQE,2020,Thailand,Midnight Black
1370,Seat,Avenger,2017,Malaysia,Matte White
1371,Mercedes-Benz,EQC,2025,Poland,Graphite Gray
1372,Toyota,bZ4X,2019,UK,Charcoal
1373,Fisker,Pear (upcoming),2024,UK,Copper
1374,Hyundai,Ioniq 5,2022,Israel,Sky Blue
1375,Lotus,Emeya,2024,Brazil,Black
1376,Lucid Motors,Lucid DreamDrive,2019,South Korea,Cream
1377,Kia,EV9,2015,Israel,Platinum
1378,Subaru,Solterra,2016,United Arab Emirates,Sunset Orange
1379,Skoda,Elroq (upcoming),2024,Australia,Rose Gold
1380,Rivian,R1S,2020,South Africa,Matte Gray
1381,Cadillac,Lyriq,2018,Canada,Graphite Gray
1382,Acura,ZDX (with GM Ultium),2019,Malaysia,Silver
1383,Lamborghini,Revuelto (PHEV),2025,USA,Silver
1384,Porsche,Macan EV,2016,Brazil,Matte Gray
1385,Skoda,Enyaq Coupe,2016,Sweden,Turquoise
1386,NIO,ET7,2015,South Africa,Platinum
1387,Maserati,Grecale Folgore,2024,Poland,White
1388,Volvo,XC40 Recharge,2017,United Arab Emirates,Cobalt Blue
1389,GMC,Hummer EV SUV,2018,Portugal,Stealth Gray
1390,VinFast,VF 9,2016,Italy,Orange
1391,Volvo,EX30,2024,Japan,Emerald Green
1392,Mazda,Mazda EV (upcoming models),2021,Japan,Charcoal
1393,Jaguar,I-PACE,2021,New Zealand,Crimson Red
1394,Nissan,Leaf,2022,Norway,Sunset Orange
1395,Ford,Explorer EV (Europe),2017,USA,Gray
1396,Rivian,EDV (Electric Delivery Van),2023,Vietnam,Matte Black
1397,Lotus,Evija,2021,Belgium,Navy Blue
1398,Lucid Motors,Lucid DreamDrive,2021,USA,Gold
1399,Great Wall Motors,ORA Ballet Cat,2024,China,Rose Gold
1400,Great Wall Motors,ORA Good Cat,2021,Sweden,Midnight Black
1401,Cadillac,Lyriq,2022,Canada,Turquoise
1402,Kia,EV9,2024,Indonesia,Racing Red
1403,Skoda,Enyaq Coupe,2019,Australia,Candy Apple Red
1404,Geely,Geometry A,2020,Australia,Tan
1405,Ferrari,Roma PHEV,2022,Thailand,Silver
1406,Kia,Niro EV,2024,UK,Matte White
1407,Opel,Grandland Electric,2021,Netherlands,Platinum
1408,Honda,Honda e (discontinued),2025,USA,Magenta
1409,Maserati,Grecale Folgore,2025,China,Navy Blue
1410,Maserati,Grecale Folgore,2024,USA,Midnight Black
1411,Faraday Future,FF 91,2020,Japan,Burgundy
1412,VinFast,VF 7,2024,Thailand,Forest Green
1413,Fisker,Ocean,2016,South Korea,Matte Blue
1414,Volkswagen,ID.3,2016,Israel,Magenta
1415,Opel,Mokka-e,2025,Israel,Yellow
1416,Great Wall Motors,ORA Lightning Cat,2018,Sweden,Purple
1417,Seat,Avenger,2024,Saudi Arabia,Pearl White
1418,Kia,Soul EV,2020,Italy,Electric Blue
1419,Geely,Geometry C,2024,Spain,Ice Silver
1420,Faraday Future,FF 91,2023,Japan,Champagne
1421,Jeep,Recon (upcoming),2020,Czech Republic,Matte White
1422,Peugeot,e-2008,2023,Norway,Cream
1423,BYD,Seal,2018,Thailand,Matte Blue
1424,Porsche,Panamera EV,2025,Israel,Metallic Silver
1425,Polestar,Polestar 4,2016,Indonesia,Ruby Red
1426,Pininfarina,Battista,2024,Germany,Silver
1427,Polestar,Polestar 4,2018,Israel,Green
1428,Changan,Deepal S07,2025,South Korea,Tan
1429,Fisker,Ocean,2015,Vietnam,Candy Apple Red
1430,Tesla,Roadster (upcoming),2024,France,Cosmic Purple
1431,Porsche,Cayenne Electric (upcoming),2022,Japan,Stealth Gray
1432,Chevrolet,Volt (PHEV),2021,UK,Black
1433,Porsche,Taycan,2017,Russia,Navy Blue
1434,Ferrari,Roma PHEV,2022,Argentina,Matte White
1435,Toyota,Lexus UX 300e,2022,Ireland,White
1436,Toyota,bZ4X,2016,Japan,Titanium
1437,Subaru,Solterra,2025,Spain,Matte Black
1438,Genesis,GV80 Electric,2021,Austria,Stealth Gray
1439,BYD,Atto 3,2024,Singapore,Pearl White
1440,Lamborghini,Lanzador (upcoming EV),2015,Japan,Pink
1441,Rivian,R1T,2021,Canada,Ice Silver
1442,Genesis,GV80 Electric,2016,Switzerland,Pink
1443,Citroen,??-C4,2024,Turkey,Rose Gold
1444,Mini,Mini Aceman,2019,United Arab Emirates,Ruby Red
1445,Li Auto,MEGA,2018,USA,Sky Blue
1446,Ferrari,Ferrari EV (2025+),2017,Switzerland,Navy Blue
1447,Canoo,Pickup,2024,Israel,Ice Silver
1448,Subaru,Solterra,2016,Norway,Gun Metal
1449,Honda,Honda e (discontinued),2023,Portugal,Navy Blue
1450,Renault,Megane E-Tech,2021,Portugal,Ruby Red
1451,Kia,EV9,2025,Mexico,Green
1452,Cadillac,Lyriq,2021,Japan,Matte White
1453,Li Auto,L8,2025,Germany,Black
1454,Genesis,G80 Electric,2025,Ireland,Orange
1455,Volkswagen,ID.3,2023,Norway,Blue
1456,Rivian,R1S,2024,Russia,Platinum
1457,Mercedes-Benz,EQE SUV,2018,Australia,Crimson Red
1458,Canoo,MPDV,2015,Belgium,Copper
1459,Fisker,Ocean,2021,Germany,Bronze
1460,Jaguar,I-PACE,2024,Sweden,Tan
1461,Cadillac,Optiq (upcoming),2023,Russia,Platinum
1462,Cadillac,Optiq (upcoming),2021,Australia,Red
1463,Jeep,Grand Cherokee 4xe (PHEV),2024,New Zealand,Racing Red
